Group	Name	Start	End	Length	strand	gene	locus_tag	experiment	inference	note	codon_start	transl_table	product	protein_id	db_xref	gene_synonym	pseudogene	pseudo	mobile_element_type	ncRNA_class	organism	mol_type	strain	anticodon
CDS	CDS	3123625	3123966	342	-	NA	Rv2816c	NA	NA	"Rv2816c, (MTCY16B7.27), len: 113 aa. Conserved hypothetical protein, highly similar in part to N-terminus of several proteins e.g. O28403|AF1876 conserved hypothetical protein from Archaeoglobus fulgidus (94 aa),FASTA scores: opt: 137, E(): 0.0022, (47.55% identity in 61 aa overlap); Q97Y85|SSO8090 hypothetical protein from Sulfolobus solfataricus (88 aa), FASTA scores: opt: 124,E(): 0.02, (37.3% identity in 59 aa overlap); etc. This region is a possible MT-complex-specific genomic island (See Becq et al., 2007)."	1	11	Conserved hypothetical protein	CCP45616.1	UniProtKB/Swiss-Prot:P71637	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	3123967	3124983	1017	-	NA	Rv2817c	EXISTENCE: identified in proteomics study	NA	"Rv2817c, (MTCY16B7.26), len: 338 aa. Conserved hypothetical protein, showing similarity with O30236|AF2435 conserved hypothetical protein from Archaeoglobus fulgidus (322 aa), FASTA scores: opt: 397, E(): 2.4e-19, (28.2% identity in 298 aa overlap); Q9KFX9|BH0341 hypothetical protein from Bacillus halodurans (343 aa), FASTA scores: opt: 337, E(): 2.8e-15, (27.35% identity in 300 aa overlap); Q9X2B7|TM1797 conserved hypothetical protein from Thermotoga maritima (319 aa), FASTA scores: opt: 321, E(): 3.3e-14, (26.5% identity in 268 aa overlap); etc. This region is a possible MT-complex-specific genomic island (See Becq et al., 2007)."	1	11	Conserved hypothetical protein	CCP45617.1	UniProtKB/Swiss-Prot:P71636	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	3124996	3126144	1149	-	NA	Rv2818c	EXISTENCE: identified in proteomics study	NA	Rv2818c, (MTCY16B7.25), len: 382 aa. Hypothetical unknown protein, equivalent to AAK47210 from Mycobacterium tuberculosis strain CDC1551 (430 aa) but shorter 48 aa. This region is a possible MT-complex-specific genomic island (See Becq et al., 2007).	1	11	Hypothetical protein	CCP45618.1	UniProtKB/Swiss-Prot:P71635	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	3126240	3127367	1128	-	NA	Rv2819c	EXISTENCE: identified in proteomics study	NA	Rv2819c, (MTCY16B7.23), len: 375 aa. Hypothetical unknown protein (see citations below). This region is a possible MT-complex-specific genomic island (See Becq et al., 2007).	1	11	Hypothetical protein	CCP45619.1	UniProtKB/Swiss-Prot:P71633	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	3127364	3128272	909	-	NA	Rv2820c	NA	NA	Rv2820c, (MTCY16B7.22), len: 302 aa. Hypothetical unknown protein. This region is a possible MT-complex-specific genomic island (See Becq et al.,2007).	1	11	Hypothetical protein	CCP45620.1	UniProtKB/Swiss-Prot:P71632	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	3128253	3128963	711	-	NA	Rv2821c	EXISTENCE: identified in proteomics study	NA	"Rv2821c, (MTCY16B7.21), len: 236 aa. Conserved hypothetical protein, similar to several hypothetical proteins e.g. Q9X2C9|TM1809 conserved hypothetical protein from Thermotoga maritima (247 aa), FASTA scores: opt: 318,E(): 8.2e-15, (39.45% identity in 213 aa overlap); O27152|MTH1080 conserved hypothetical protein from Methanothermobacter thermautotrophicus (245 aa), FASTA scores: opt: 294, E(): 3.9e-13, (34.8% identity in 224 aa overlap); BAB59251|TVG0114661 hypothetical protein from Thermoplasma volcanium (229 aa), FASTA scores: opt: 252,E(): 3.3e-10, (33.8% identity in 225 aa overlap); etc. This region is a possible MT-complex-specific genomic island (See Becq et al., 2007)."	1	11	Conserved hypothetical protein	CCP45621.1	UniProtKB/Swiss-Prot:P71631	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	3128973	3129347	375	-	NA	Rv2822c	EXISTENCE: identified in proteomics study	NA	Rv2822c, (MTCY16B7.20), len: 124 aa. Hypothetical unknown protein. This region is a possible MT-complex-specific genomic island (See Becq et al.,2007).	1	11	Hypothetical protein	CCP45622.1	UniProtKB/Swiss-Prot:P71630	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	3129344	3131773	2430	-	NA	Rv2823c	EXISTENCE: identified in proteomics study	NA	"Rv2823c, (MTCY16B7.19), len: 809 aa. Conserved protein, similar in part to others e.g. Q9X2D1|TM1811Thermotoga maritima (717 aa), FASTA scores: opt: 401, E(): 3.6e-18, (27.15% identity in 773 aa overlap); O27154|MTH1082 conserved hypothetical protein from Methanothermobacter thermautotrophicus (822 aa), FASTA scores: opt: 306, E(): 6e-12, (25.55% identity in 872 aa overlap); Q59066|MJ1672 hypothetical protein from Methanococcus jannaschii (800 aa), FASTA scores: opt: 302,E(): 1.1e-11, (24.9% identity in 812 aa overlap); etc. This region is a possible MT-complex-specific genomic island (See Becq et al., 2007)."	1	11	Conserved protein	CCP45623.1	UniProtKB/Swiss-Prot:P71629	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	3131770	3132714	945	-	NA	Rv2824c	EXISTENCE: identified in proteomics study	NA	Rv2824c, (MTCY16B7.18), len: 314 aa. Hypothetical unknown protein. This region is a possible MT-complex-specific genomic island (See Becq et al.,2007).	1	11	Hypothetical protein	CCP45624.1	UniProtKB/Swiss-Prot:P71628	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	3132892	3133539	648	-	NA	Rv2825c	EXISTENCE: identified in proteomics study	NA	"Rv2825c, (MTCY16B7.17), len: 215 aa. Conserved hypothetical protein, similar to Q9RY53|DR0097 conserved hypothetical protein from Deinococcus radiodurans (189 aa),FASTA scores: opt: 261, E(): 8e-11, (33.5% identity in 176 aa overlap); and shows some similarity with N-terminus of O27278|MTH1210 MRR restriction system related protein from Methanothermobacter thermautotrophicus (340 aa), FASTA scores: opt: 133, E(): 0.091, (28.55% identity in 112 aa overlap). Equivalent to AAK47217 from Mycobacterium tuberculosis strain CDC1551 (246 aa) but shorter 31 aa; and equivalent to upstream ORF P71624|Rv2828c|MTCY16B7.14 from Mycobacterium tuberculosis strain H37Rv (alias AAK47221 from strain CDC1551) (181 aa), FASTA scores: opt: 1169,E(): 8.5e-74, (98.35% identity in 181 aa overlap)."	1	11	Conserved hypothetical protein	CCP45625.1	UniProtKB/TrEMBL:P71627	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	3133709	3134593	885	-	NA	Rv2826c	EXISTENCE: identified in proteomics study	NA	Rv2826c, (MTCY16B7.16), len: 294 aa. Hypothetical unknown protein.	1	11	Hypothetical protein	CCP45626.1	UniProtKB/TrEMBL:P71626	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	3134596	3135483	888	-	NA	Rv2827c	NA	NA	Rv2827c, (MTCY16B7.15), len: 295 aa. Hypothetical unknown protein, equivalent to AAK47219 from Mycobacterium tuberculosis strain CDC1551 (315 aa) but shorter 20 aa.	1	11	Hypothetical protein	CCP45627.1	UniProtKB/TrEMBL:P71625	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	3135788	3136333	546	-	NA	Rv2828c	NA	NA	"Rv2828c, (MTCY16B7.14), len: 181 aa. Conserved hypothetical protein, similar to Q9RY53|DR0097 conserved hypothetical protein from Deinococcus radiodurans (189 aa),FASTA scores: opt: 267, E(): 1.9e-11, (34.1% identity in 176 aa overlap); and shows some similarity with N-terminus of O27278|MTH1210 MRR restriction system related protein from Methanothermobacter thermautotrophicus (340 aa), FASTA scores: opt: 133, E(): 0.07, (28.55% identity in 112 aa overlap). Also equivalent to downstream ORF P71627|Rv2825c|MTCY16B7.17 from Mycobacterium tuberculosis strain H37Rv (alias AAK47217 from strain CDC1551, 246 aa) (215 aa), FASTA scores: opt: 1173, E(): 8.3e-75, (98.9% identity in 181 aa overlap)."	1	11	Conserved hypothetical protein	CCP45628.1	UniProtKB/TrEMBL:P71624	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	3136330	3136599	270	-	NA	Rv2828A	EXISTENCE: identified in proteomics study	NA	Rv2828A, len: 89 aa. Conserved hypothetical protein,present in many mycobacteria. Equivalent to BCG2848c and Mb2852A (100% identity to both in 89 aa overlap)	1	11	Conserved hypothetical protein	CCP45629.1	UniProtKB/TrEMBL:L0TCD1	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	3136620	3137012	393	-	vapC22	Rv2829c	EXISTENCE: identified in proteomics study	NA	"Rv2829c, (MTCY16B7.13), len: 130 aa. Possible vapC22, toxin, part of toxin-antitoxin (TA) operon with Rv2830c, contains PIN domain (See Arcus et al., 2005; Pandey and Gerdes, 2005). Conserved hypothetical protein similar to AAK65872|SMA2253 conserved hypothetical protein from Rhizobium meliloti (Sinorhizobium meliloti) (125 aa),FASTA scores: opt: 171, E(): 7.7e-05, (34.9% identity in 129 aa overlap); and shows some similarity with other proteins e.g. Q9AH69 hypothetical 14.7 KDA protein from Neisseria meningitidis (128 aa), FASTA scores: opt: 148,E(): 0.0031, (28.1% identity in 121 aa overlap)."	1	11	Possible toxin VapC22	CCP45630.1	UniProtKB/Swiss-Prot:P71623	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	3137009	3137224	216	-	vapB22	Rv2830c	EXISTENCE: identified in proteomics study	NA	"Rv2830c, (MTCY16B7.12), len: 71 aa. Possible vapB22,antitoxin, part of toxin-antitoxin (TA) operon with Rv2829c, (See Arcus et al., 2005; Pandey and Gerdes, 2005). Similar to others in Mycobacterium tuberculosis e.g. Z97182|MTCY19H5.26|Rv0596c Hypothetical protein (85 aa),FASTA scores: opt: 88, E(): 1.3, (41.7% identity in 36 aa overlap); and to PHD_BPP1|Q06253 bacteriophage P1 phd gene (73 aa), FASTA scores: opt: 79, E(): 3.8, (35.9% identity in 39 aa overlap)."	1	11	Possible antitoxin VapB22	CCP45631.1	UniProtKB/Swiss-Prot:P71622	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	3137271	3138020	750	+	echA16	Rv2831	EXISTENCE: identified in proteomics study	NA	"Rv2831, (MTCY16B7.11c), len: 249 aa. Probable echA16, enoyl-CoA hydratase, similar to others e.g. O23468|AT4G16210 from Arabidopsis thaliana (Mouse-ear cress) (244 aa), FASTA scores: opt: 491, E(): 7.3e-25,(42.1% identity in 190 aa overlap); Q98LI4|MLL1009 from Rhizobium loti (Mesorhizobium loti) (258 aa), FASTA scores: opt: 491, E(): 7.6e-25, (40.75% identity in 248 aa overlap); O07137|ECH8_MYCLE|ML2402|MLCB1306.05c from Mycobacterium leprae (257 aa), FASTA scores: opt: 478, E(): 5.3e-24, (38.05% identity in 226 aa overlap); P76082|PAAF_ECOLI|B1393 from scherichia coli strain K12 (255 aa), FASTA scores: opt: 439, E(): 1.9e-21, (37.55% identity in 221 aa overlap); etc. Also similar to O53418|ECH8_MYCTU|ECHA8|Rv1070c|MT1100|MTV017.23c from Mycobacterium tuberculosis (257 aa), FASTA scores: opt: 471, E(): 1.5e-23, (38.05% identity in 226 aa overlap)."	1	11	Probable enoyl-CoA hydratase EchA16 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase)	CCP45632.1	UniProtKB/TrEMBL:P71621	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	3138099	3139181	1083	-	ugpC	Rv2832c	EXISTENCE: identified in proteomics study	protein motif:PROSITE:PS00211	"Rv2832c, (MTCY16B7.10), len: 360 aa. Probable ugpC,Sn-glycerol-3-phosphate transport ATP-binding protein ABC transporter (see Braibant et al., 2000), similar to others: CAC48805 probable glycerol-3-phosphate ABC transporter ATP-binding protein from Rhizobium meliloti (Sinorhizobium meliloti) plasmid pSymB (349 aa), FASTA scores: opt: 1018,E(): 4.1e-53, (48.6% identity in 356 aa overlap); Q98G42|MLL3499|UGPC SN-glycerol-3-phosphate transport ATP-binding protein from Rhizobium loti (Mesorhizobium loti) (366 aa), FASTA scores: opt: 1016, E(): 5.6e-53,(48.5% identity in 367 aa overlap). But also highly similar to many msiK proteins, ABC transporter ATP-binding proteins possibly involved in transport of cellolbiose and maltose (see Schlosser et al., 1997) e.g. P96483|MSIK MSIK protein from Streptomyces reticuli (377 aa), FASTA scores: opt: 1277, E(): 1.9e-68, (58.05% identity in 379 aa overlap); Q9L0Q1|MSIK ABC transporter ATP-binding protein from Streptomyces coelicolor (378 aa), FASTA scores: opt: 1276,E(): 2.1e-68, (57.65% identity in 380 aa overlap); Q54333|MSIK from Streptomyces lividans (314 aa), FASTA scores: opt: 1217, E(): 5.9e-65, (63.7% identity in 292 aa overlap); and other ABC-type sugar transport proteins. Also highly similar to O53482|Rv2038c|MTV018.25c ABC-type sugar transport protein from Mycobacterium tuberculosis (357 aa),FASTA scores: opt: 1248, E(): 9.4e-67, (56.8% identity in 354 aa overlap). Contains PS00017 ATP/GTP-binding site motif A (P-loop), and PS00211 ABC transporters family signature. Belongs to the ATP-binding transport protein family (ABC transporters)."	1	11	Probable Sn-glycerol-3-phosphate transport ATP-binding protein ABC transporter UgpC	CCP45633.1	UniProtKB/TrEMBL:P71620	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	3139174	3140484	1311	-	ugpB	Rv2833c	EXISTENCE: identified in proteomics study	NA	"Rv2833c, (MTCY16B7.09), len: 436 aa. Probable ugpB,Sn-glycerol-3-phosphate binding lipoprotein component of Sn-glycerol-3-phosphate transport system (see citation below), similar to various transporters substrate-binding periplasmic proteins e.g. Q9KDY2|BH1079 glycerol-3-phosphate ABC transporter (glycerol-3-phosphate binding protein) from Bacillus halodurans (459 aa), FASTA scores: opt: 357, E(): 3.1e-14, (23.4% identity in 406 aa overlap); P72397|male putative maltose-binding protein from Streptomyces coelicolor (423 aa), FASTA scores: opt: 318,E(): 7e-12, (23.7% identity in 430 aa overlap); AAK78409|CAC0429 glycerol-3-phosphate ABC-transporter periplasmic component from Clostridium acetobutylicum (447 aa), FASTA scores: opt: 305, E(): 4.5e-11, (27.15% identity in 438 aa overlap); P10904|UGPB_ECOLI|B3453 glycerol-3-phosphate-binding periplasmic protein precursor from Escherichia coli strain K12 (438 aa); etc. Contains signal sequence and appropriately positioned prokaryotic lipoprotein attachment site (PS00013)."	1	11	Probable Sn-glycerol-3-phosphate-binding lipoprotein UgpB	CCP45634.1	UniProtKB/TrEMBL:P71619	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	3140487	3141314	828	-	ugpE	Rv2834c	NA	protein motif:PROSITE:PS00402	"Rv2834c, (MTCY16B7.08), len: 275 aa. Probable ugpE,Sn-glycerol-3-phosphate transport integral membrane protein ABC transporter (see citation below), similar to various permeases e.g. Q9KDY3|BH1078 glycerol-3-phosphate ABC transporter from Bacillus halodurans (270 aa), FASTA scores: opt: 620, E(): 4.3e-32, (34.7% identity in 268 aa overlap); Q9X0K6|TM1122 glycerol-3-phosphate ABC transporter permease protein from Thermotoga maritima (276 aa), FASTA scores: opt: 605, E(): 3.9e-31, (32.5% identity in 274 aa overlap); AAG58557|UGPE SN-glycerol 3-phosphate transport system (integral membrane protein) from Escherichia coli strain O157:H7 and EDL933 (281 aa), FASTA scores: opt: 574, E(): 3.7e-29, (32.95% identity in 264 aa overlap); P10906|UGPE_ECOLI|B3451 SN-glycerol-3-phosphate transport system permease protein from Escherichia coli strain K12 (281 aa), FASTA scores: opt: 569, E(): 7.6e-29,(32.6% identity in 264 aa overlap); etc. Contains PS00402 Binding-protein-dependent transport systems inner membrane comp signature."	1	11	Probable Sn-glycerol-3-phosphate transport integral membrane protein ABC transporter UgpE	CCP45635.1	UniProtKB/TrEMBL:P71618	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	3141311	3142222	912	-	ugpA	Rv2835c	NA	protein motif:PROSITE:PS00402	"Rv2835c, (MTCY1B7.07), len: 303 aa. Probable ugpA,Sn-glycerol-3-phosphate transport integral membrane protein ABC transporter (see citation below), similar to various permeases e.g. Q9RK71|SCF11.19 probable sugar transporter inner membrane protein from Streptomyces coelicolor (316 aa), FASTA scores: opt: 643, E(): 3.1e-35, (38.85% identity in 291 aa overlap); Q9KDY4|BH1077 glycerol-3-phosphate ABC transporter (permease) from Bacillus halodurans (315 aa),FASTA scores: opt: 548, E(): 6.2e-29, (31.5% identity in 295 aa overlap); AAK78407|CAC0427 glycerol-3-phosphate ABC-transporter, permease component from Clostridium acetobutylicum (304 aa), FASTA scores: opt: 538, E(): 2.8e-28, (29.1% identity in 292 aa overlap); etc. Contains PS00062 Aldo/keto reductase family signature 2, and PS00402 Binding-protein-dependent transport systems inner membrane comp signature."	1	11	Probable Sn-glycerol-3-phosphate transport integral membrane protein ABC transporter UgpA	CCP45636.1	UniProtKB/TrEMBL:P71617	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	3142309	3143628	1320	-	dinF	Rv2836c	NA	protein motif:PROSITE:PS00213	"Rv2836c, (MTCY16B7.06), len: 439 aa. Possible dinF,DNA-damage-inducible protein F, integral membrane protein,similar to others e.g. BAB38450|ECS5027|AAG59243 from Escherichia coli strain O157:H7 (459 aa), FASTA scores: opt: 501, E(): 2.7e-21, (29.55% identity in 443 aa overlap); P28303|DINF_ECOLI|B4044 from Escherichia coli strain K12 (459 aa), FASTA scores: opt: 491, E(): 1e-20,(29.35% identity in 443 aa overlap); Q98B90|MLR5680 from Rhizobium loti (Mesorhizobium loti) (471 aa), FASTA scores: opt: 466, E(): 2.7e-19, (30.7% identity in 433 aa overlap); etc. But also similar or highly similar to other hypothetical proteins e.g. Q9X8U6|SCH24.32c hypothetical 46.3 KDA protein from Streptomyces coelicolor (448 aa),FASTA scores: opt: 981, E(): 1.1e-48, (42.35% identity in 437 aa overlap). Contains PS00213 Lipocalin signature."	1	11	Possible DNA-damage-inducible protein F DinF	CCP45637.1	UniProtKB/TrEMBL:P71616	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	3143635	3144645	1011	-	NA	Rv2837c	EXISTENCE: identified in proteomics study	NA	"Rv2837c, (MTCY16B7.05), len: 336 aa. Conserved protein, showing some similarity with other proteins e.g. O67552|AQ_1630 hypothetical 36.2 KDA protein from Aquifex aeolicus (325 aa), FASTA scores: opt: 498, E(): 3.6e-25,(32.8% identity in 314 aa overlap); Q9X1T1|TM1595 conserved hypothetical protein from Thermotoga maritima (333 aa),FASTA scores: opt: 482, E(): 4.1e-24, (34.85% identity in 304 aa overlap); Q9RW43|DR0826 conserved hypothetical protein from Deinococcus radiodurans (338 aa), FASTA scores: opt: 444, E(): 1.3e-21, (33.85% identity in 331 aa overlap); etc. Equivalent to AAK47229 from Mycobacterium tuberculosis strain CDC1551 (316 aa) but longer 20 aa."	1	11	Conserved protein	CCP45638.1	UniProtKB/Swiss-Prot:P71615	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	3144620	3145171	552	-	rbfA	Rv2838c	EXISTENCE: identified in proteomics study	NA	"Rv2838c, (MTCY16B7.04), len: 183 aa. Probable rbfA,ribosome-binding factor A, equivalent to Q9Z5I8|RBFA_MYCLE|ML1555|MLCB596.15 probable ribosome-binding factor a from Mycobacterium leprae (164 aa), FASTA scores: opt: 739, E(): 1.8e-40, (75.6% identity in 160 aa overlap). Also highly similar or similar to others e.g. Q9Z527|RBFA_STRCO|SC9F2.08c from Streptomyces coelicolor (160 aa), FASTA scores: opt: 425, E(): 2.8e-20,(50.35% identity in 141 aa overlap); P32731|RBFA_BACSU from Bacillus subtilis (117 aa), FASTA scores: opt: 199, E(): 7.8e-06, (32.4% identity in 108 aa overlap); P09170|RBFA_ECOLI|P15B|B3167 from Escherichia coli strain K12 (132 aa), FASTA scores: opt: 166, E(): 0.0011, (29.65% identity in 118 aa overlap); etc. Belongs to the RBFA family. Note that appears to be longer in C-terminus than other RbfA proteins."	1	11	Probable ribosome-binding factor a RbfA (P15B protein)	CCP45639.1	UniProtKB/Swiss-Prot:P65964	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	3145171	3147873	2703	-	infB	Rv2839c	EXISTENCE: identified in proteomics study	protein motif:PROSITE:PS00017	"Rv2839c, (MTCY16B7.03), len: 900 aa. Probable infB,translation initiation factor if-2, highly similar, but in part, to Q9Z5I9|IF2_MYCLE|ML1556|MLCB596.14 translation initiation factor if-2 from Mycobacterium leprae (924 aa),FASTA scores: opt: 4548, E(): 2.4e-132, (83.6% identity in 933 aa overlap). Also similar in part to others e.g. Q9K3E2|SC5H4.30 from Streptomyces coelicolor (835 aa),FASTA scores: opt: 2559, E(): 1.3e-71, (59.9% identity in 833 aa overlap); P17889|IF2_BACSU|INFB from Bacillus subtilis (716 aa), FASTA scores: opt: 1782, E(): 6.6e-48,(46.65% identity in 686 aa overlap); P02995|IF2_ECOLI|INFB|SSYG|B3168|Z4529|ECS4049 from Escherichia coli strains O157:H7 and K12 (890 aa), FASTA scores: opt: 1708, E(): 1.3e-45, (46.2% identity in 662 aa overlap); etc. Contains PS00017 ATP/GTP-binding site motif A (P-loop). Belongs to the if-2 family."	1	11	Probable translation initiation factor if-2 InfB	CCP45640.1	UniProtKB/Swiss-Prot:P65131	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	3147959	3148258	300	-	NA	Rv2840c	EXISTENCE: identified in proteomics study	NA	"Rv2840c, (MTCY16B7.02), len: 99 aa. Conserved hypothetical protein, equivalent to Q9Z5J0|ML1557|MLCB596.13 hypothetical 11.6 KDA protein from Mycobacterium leprae (106 aa), FASTA scores: opt: 501, E(): 2.3e-29, (501% identity in 96 aa overlap). Also highly similar to other hypothetical proteins e.g. Q9KYR0|SC5H4.29 from Streptomyces coelicolor (101 aa), FASTA scores: opt: 256, E(): 1.4e-11, (50.6% identity in 81 aa overlap); Q9APM9 from Myxococcus xanthus (111 aa), FASTA scores: opt: 174, E(): 1.3e-05, (42.25% identity in 97 aa overlap); and similar to to others e.g. N-terminus of CAC41675|SMC02913 from Rhizobium meliloti (Sinorhizobium meliloti) (230 aa),FASTA scores: opt: 172, E(): 3e-05, (42.4% identity in 66 aa overlap). Predicted to be an outer membrane protein (See Song et al., 2008)."	1	11	Conserved hypothetical protein	CCP45641.1	UniProtKB/TrEMBL:P71612	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	3148385	3149428	1044	-	nusA	Rv2841c	EXISTENCE: identified in proteomics study	NA	"Rv2841c, (MTCY24A1.16, MTCY16B7.01), len: 347 aa. Probable nusA, N-utilization substance protein A,equivalent to Q9Z5J1|NUSA|ML1558 probable transcription termination/antitermination factor from Mycobacterium leprae (347 aa), FASTA scores: opt: 2054, E(): 5.4e-120,(91.95% identity in 347 aa overlap). Also highly similar to others e.g. Q9KYR1|SC5H4.28 putative transcriptional termination/antitermination factor from Streptomyces coelicolor (340 aa), FASTA scores: opt: 1346, E(): 4.3e-76,(63.35% identity in 341 aa overlap); P32727|NUSA_BACSU N utilization substance protein A (371 aa), FASTA scores: opt: 847, E(): 4.1e-45, (43.95% identity in 346 aa overlap); Q9KA74|NUSA|BH2416 transcriptional terminator from Bacillus halodurans (382 aa), FASTA scores: opt: 846,E(): 4.8e-45, (43.15% identity in 373 aa overlap); etc. Belongs to the NUSA family."	1	11	Probable N utilization substance protein A NusA	CCP45642.1	UniProtKB/Swiss-Prot:P0A5M2	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	3149425	3149976	552	-	NA	Rv2842c	EXISTENCE: identified in proteomics study	NA	"Rv2842c, (MTCY24A1.15), len: 183 aa. Conserved protein, similar to Q9Z5J2|MLCB596.11 hypothetical 13.7 KDA protein from Mycobacterium leprae (122 aa), FASTA scores: opt: 192, E(): 2.1e-12, (50.0% identity in 128 aa overlap) (N-terminus shorter). Also similar in part to several hypothetical proteins e.g. Q9KYR2|SC5H4.27 hypothetical 19.8 KDA protein from Streptomyces coelicolor (177 aa),FASTA scores: opt: 288, E(): 2.1e-12, (37.15% identity in 148 aa overlap); O66619|Y260_AQUAE|AQ_260 hypothetical protein from Aquifex aeolicus (158 aa), FASTA scores: opt: 230, E(): 1.7e-08, (31.35% identity in 153 aa overlap); Q9KU82|VC0641 hypothetical protein from Vibrio cholerae (151 aa), FASTA scores: opt: 198, E(): 2.5e-06, (30.9% identity in 152 aa overlap); etc."	1	11	Conserved protein	CCP45643.1	UniProtKB/Swiss-Prot:P67214	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	3150171	3150716	546	+	NA	Rv2843	EXISTENCE: identified in proteomics study	NA	"Rv2843, (MTCY24A1.14c), len: 181 aa. Probable conserved transmembrane ala-rich protein, equivalent to Q9Z5J3|ML1560|MLCB596.10c hypothetical 17.5 KDA protein from Mycobacterium leprae (178 aa), FASTA scores: opt: 707,E(): 1.4e-32, (70.25% identity in 168 aa overlap). A core mycobacterial gene; conserved in mycobacterial strains (See Marmiesse et al., 2004)."	1	11	Probable conserved transmembrane alanine rich protein	CCP45644.1	UniProtKB/TrEMBL:O05816	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	3150713	3151201	489	+	NA	Rv2844	EXISTENCE: identified in proteomics study	NA	Rv2844, (MTCY24A1.13c), len: 162 aa. Conserved ala-rich protein, equivalent to Q9Z5J4|ML1561|MLCB596.09c hypothetical 17.5 KDA protein from Mycobacterium leprae (165 aa), FASTA scores: opt: 771, E(): 4.9e-46, (71.5% identity in 165 aa overlap). Also similar to Q9KYR4|SC5H4.25c hypothetical 16.8 KDA protein from Streptomyces coelicolor (167 aa), FASTA scores: opt: 242,E(): 1.6e-09, (38.9% identity in 144 aa overlap).	1	11	Conserved alanine rich protein	CCP45645.1	UniProtKB/TrEMBL:O05815	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDS	CDS	3151202	3152950	1749	-	proS	Rv2845c	EXISTENCE: identified in proteomics study	protein motif:PROSITE:PS00179	"Rv2845c, (MTCY24A1.12), len: 582 aa. Probable proS,prolyl-tRNA synthetase, highly similar to others e.g. Q9KYR6|SYP_STRCO|pros|SC5H4.23 from Streptomyces coelicolor (567 aa), FASTA scores: opt: 1161, E(): 9e-64, (57.15% identity in 574 aa overlap); P56124|SYP_HELPY|pros|HP0238 from Helicobacter pylori (Campylobacter pylori) (577 aa),FASTA scores: opt: 1082, E(): 6.6e-59, (37.8% identity in 553 aa overlap); P16659|SYP_ECOLI|pros|DRPA|B0194 from Escherichia coli strain K12 (572 aa), FASTA scores: opt: 926, E(): 2.6e-49, (39.85% identity in 587 aa overlap); etc. Contains PS00179 Aminoacyl-transfer RNA synthetases class-II signature 1. Belongs to class-II aminoacyl-tRNA synthetase family."	1	11	Probable prolyl-tRNA synthetase ProS (proline--tRNA ligase) (PRORS) (global RNA synthesis factor) (proline translase)	CCP45646.1	UniProtKB/Swiss-Prot:O05814	NA	NA	NA	NA	NA	NA	NA	NA	NA
